R0:	0.0
R1:	0.0
R2:	0.0
R3:	50.58377977875832
R4:	179.11602023235633
R5:	0.9797750418005272
R6:	0.0
R7:	0.0
R8:	50.58377977875797
R9:	0.0
R10:	0.0
R11:	0.0
R12:	1.2921264629882954
R13:	228.15611598021542
R14:	0.18809089527283712
R15:	0.18809089527283712
R16:	0.18809089527283712
R17:	93.24498660227736
R18:	436.0840429593821
R19:	436.08404295941233
R20:	0.0
R21:	0.0
R22:	0.0
R23:	0.0
R24:	0.0
R25:	0.0
R26:	0.8078583371333032
R27:	0.46403708770329755
R28:	0.5651618787049701
R29:	0.0
R30:	0.0
R31:	0.0
R32:	0.0
R33:	0.0
R34:	0.0
R35:	0.0
R36:	0.0
R37:	471.74338548420167
R38:	334.08013977072375
R39:	0.0
R40:	0.1880908952728373
R41:	0.0
R42:	0.17078583371332925
R43:	50.759417902990236
R44:	0.0
R45:	0.0
R46:	0.0
R47:	0.0
R48:	0.0
R49:	46.66591645920047
R50:	40.146483892202916
R51:	0.0
R52:	0.0
R53:	0.9797750417996656
R54:	0.6966241070072614
R55:	-1.5543122344752192e-15
R56:	365.14294930591325
R57:	44.55494622476128
R58:	0.0
R59:	-1.9721522630525295e-31
R60:	0.9797750417996656
R61:	48.20073949827188
R62:	0.0
R63:	0.0
R64:	0.0
R65:	130.414458687231
R66:	0.0
R67:	0.0
R68:	0.0
R69:	0.0
R70:	0.0
R71:	0.0
R72:	0.0
R73:	0.0
R74:	0.0
R75:	111.41393356653222
R76:	0.6966241070071455
R77:	313.3548401056025
R78:	0.0
R79:	0.0
R80:	0.0
R81:	0.0
R82:	0.0
R83:	0.0
R84:	148.4790173078925
R85:	0.0
R86:	0.0
R87:	0.0
R88:	0.0
R89:	0.0
R90:	0.0
R91:	0.0
R92:	0.0
R93:	0.0
R94:	0.0
R95:	0.0
R96:	0.0
R97:	0.0
R98:	0.0
R99:	0.0
R100:	0.0
R101:	0.0
R102:	0.0
R103:	0.0
R104:	0.0
R105:	0.0
R106:	0.0
R107:	0.0
R108:	0.0
R109:	0.0
R110:	0.0
R111:	0.0
R112:	0.0
R113:	0.0
R114:	0.0
R115:	0.0
R116:	0.0
R117:	0.0
R118:	0.0
R119:	0.0
R120:	0.0
R121:	0.0
R122:	0.0
R123:	0.34831205350357086
R124:	180.9646793525277
R125:	0.0
R126:	0.0
R127:	0.0
R128:	0.0
R129:	208.9233083616898
R130:	1000.0
R131:	915.2867547378003
R132:	702.277377917492
R133:	0.0
R134:	17.874484106683163
R135:	15.092720347768395
R136:	0.0
R137:	127.29595720920148
R138:	182.9319103380459
R139:	145.1114481767737
R140:	103.40051528690304
R141:	0.0
R142:	0.0
R143:	0.0
R144:	6.052120727347057e-15
R145:	70.51280683117247
R146:	0.1880908952728594
R147:	0.0
R148:	0.0
R149:	0.696624107007139
R150:	0.0
R151:	124.76441585567828
R152:	0.0
R153:	370.72405532822427
R154:	444.57787331054016
R155:	489.77185819694745
R156:	489.7718581969464
R157:	0.0
R158:	43.69973800584673
R159:	97.71554162488219
R160:	46.6659164592007
R161:	40.14648389220305
R162:	0.9797750417996656
R163:	0.0
R164:	0.0
R165:	0.0
R166:	50.583779778758256
R167:	0.0
R168:	0.0
R169:	0.0
R170:	0.0
R171:	0.0
R172:	249.43664082687388
R173:	0.0
R174:	341.1656502079909
R175:	0.0
R176:	434.1450277999664
R177:	91.68164883157755
R178:	0.0
R179:	0.0
R180:	0.0
R181:	1000.0
R182:	24.023021365422153
R183:	27.188352211999867
R184:	31.314414483683926
R185:	0.0
R186:	1.6888753778858663
R187:	0.0
R188:	0.0
R189:	0.0
R190:	0.0
R191:	0.0
R192:	0.0
R193:	0.0
R194:	0.0
R195:	0.0
R196:	0.0
R197:	0.0
R198:	0.0
R199:	0.0
R200:	0.0
R201:	93.71982093843363
R202:	0.0
R203:	0.0
R204:	0.0
R205:	274.5288416410828
R206:	-6.41484734707783e-33
R207:	0.0
R208:	0.6966241070070919
R209:	133.51657053000014
R210:	46.38529290170756
R211:	56.59240724636542
R212:	0.0
R213:	313.3548401056047
R214:	306.17430146872067
R215:	0.0
R216:	57.278761652242075
R217:	0.0
R218:	974.6491375293267
R219:	31.31441448368428
R220:	0.0
R221:	0.0
R222:	0.0
R223:	0.0
R224:	0.0
R225:	257.66209710529466
R226:	0.0
R227:	76.21132971543635
R228:	5.684341886080802e-14
R229:	43.56949564943738
R230:	45.72860302356984
R231:	53.62911405320468
R232:	0.0
R233:	0.0
R234:	0.0
R235:	0.0
R236:	0.6966241070071437
R237:	0.0
R238:	0.18809089527283712
R239:	104.3056616117794
R240:	76.75875431418541
R241:	91.88776704686256
R242:	0.0
R243:	0.0
R244:	0.18809089527283734
R245:	65.05142460103869
R246:	0.18809089527283737
R247:	0.18809089527283737
R248:	0.0
R249:	0.0
R250:	-3.944304526105062e-31
R251:	0.0
R252:	0.0
R253:	0.0
R254:	48.051777094104246
R255:	0.0
R256:	0.0
R257:	104.90760285424788
R258:	92.04976152232175
R259:	0.0
R260:	0.0
R261:	0.0
R262:	45.34784241063879
R263:	0.0
R264:	45.179864117173494
R265:	109.75446335572997
R266:	91.28955105031555
R267:	0.0
R268:	0.0
R269:	0.0
R270:	0.0
R271:	0.18809089527283585
